423
time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation
2017-09-08T15:14:15.000Z,60.402213,5.320963,15.2,2.9,209.99,6.751611,16,gps,0.70,0.94,1.18,,,,,89.0,
2017-09-08T15:14:26.000Z,60.401757,5.320107,17.4,3.3,250.09,4.673163,16,gps,0.70,0.94,1.18,,,,,89.0,
2017-09-08T15:14:37.000Z,60.401628,5.318692,17.3,3.5,234.71,7.966356,16,gps,0.73,1.02,1.26,,,,,89.0,
2017-09-08T15:14:48.000Z,60.401232,5.317345,18.0,3.3,238.55,7.2833195,17,gps,0.69,0.90,1.14,,,,ON_BICYCLE,89.0,
2017-09-08T15:14:59.000Z,60.401030,5.315857,17.7,3.3,225.79,6.655873,17,gps,0.69,0.90,1.14,,,,ON_BICYCLE,89.0,
2017-09-08T15:15:10.000Z,60.400603,5.315715,14.2,2.9,147.96,7.215891,17,gps,0.69,0.90,1.14,,,,,89.0,
2017-09-08T15:15:21.000Z,60.399993,5.316363,18.3,3.1,158.12,7.225156,18,gps,0.65,0.83,1.06,,,,,89.0,
2017-09-08T15:15:32.000Z,60.399415,5.317153,29.3,3.1,138.57,7.37494,18,gps,0.65,0.83,1.06,,,,,89.0,
2017-09-08T15:15:43.000Z,60.398920,5.318245,31.4,3.0,116.39,7.1180935,17,gps,0.68,0.67,0.96,,,,,89.0,
2017-09-08T15:15:54.000Z,60.398827,5.319568,32.1,2.8,111.23,6.881836,18,gps,0.65,0.84,1.06,,,,,89.0,
2017-09-08T15:16:05.000Z,60.398467,5.320572,39.1,3.0,127.55,6.5822678,17,gps,0.69,0.67,0.96,,,,ON_BICYCLE,89.0,
2017-09-08T15:16:16.000Z,60.397987,5.321577,46.3,3.0,134.98,6.8092604,16,gps,0.71,0.71,1.01,,,,,89.0,
2017-09-08T15:16:27.000Z,60.397502,5.322537,58.4,3.0,130.17,6.80051,16,gps,0.71,1.01,1.24,,,,,89.0,
2017-09-08T15:16:38.000Z,60.397103,5.323565,69.1,2.9,125.71,6.433513,16,gps,0.71,0.71,1.01,,,,,89.0,
2017-09-08T15:16:49.000Z,60.396775,5.324598,75.6,3.2,124.8,5.5826774,16,gps,0.71,1.02,1.24,,,,,89.0,
2017-09-08T15:17:00.000Z,60.396390,5.325472,84.2,3.4,131.36,5.1431046,16,gps,0.71,1.02,1.24,,,,,89.0,
2017-09-08T15:17:11.000Z,60.396122,5.325912,94.5,3.0,139.24,2.034697,17,gps,0.69,0.67,0.96,,,,,89.0,
2017-09-08T15:17:21.000Z,60.395633,5.325837,101.7,3.0,197.98,6.4716024,17,gps,0.69,0.92,1.15,,,,,89.0,
2017-09-08T15:17:32.000Z,60.394972,5.325523,98.2,2.9,192.88,3.1917925,17,gps,0.69,0.92,1.15,,,,,89.0,
2017-09-08T15:17:59.000Z,60.394845,5.325483,94.1,2.1,192.78,0.17037305,16,gps,0.71,0.68,0.99,,,,,89.0,
2017-09-08T15:18:10.000Z,60.394403,5.325088,96.8,2.5,197.48,5.7968016,16,gps,0.71,0.68,0.99,,,,,89.0,
2017-09-08T15:18:21.000Z,60.393973,5.325278,100.0,2.9,115.65,5.9491596,16,gps,0.66,0.89,1.11,,,,,89.0,
2017-09-08T15:18:32.000Z,60.393840,5.325732,100.8,2.9,123.76,0.0,17,gps,0.69,0.70,0.98,,,,,89.0,
2017-09-08T15:18:43.000Z,60.393790,5.325983,100.9,1.9,92.32,0.0,17,gps,0.66,0.67,0.94,,,,,89.0,
2017-09-08T15:18:55.000Z,60.393732,5.326132,101.6,1.7,125.32,3.6607044,17,gps,0.66,0.67,0.94,,,,,89.0,
2017-09-08T15:19:06.000Z,60.393600,5.326785,107.2,2.3,103.95,0.0,17,gps,0.66,0.67,0.94,,,,,89.0,
2017-09-08T15:19:33.000Z,60.393583,5.326975,105.6,1.7,92.52,4.506393,17,gps,0.66,0.90,1.11,,,,,89.0,
2017-09-08T15:19:44.000Z,60.393530,5.327585,96.8,2.1,91.34,0.0,17,gps,,,,,,,,89.0,
